用户id,微博昵称,微博正文,是否认证,是否会员,有无签名,微博数,关注数,粉丝数,分组数,原创率,发图率,注册时间,性别,生日,地区
5912469857,茂林修竹岁岁平安,史兰客必胜，只是真的很舍不得结束 ,0,0,1,1701,131,5,1,0.0177,0.5021,2020-05-16,女,1992-03-05,浙江 杭州
7306462173,城南的小墨,好不舍啊,0,1,0,641,119,4,1,0.1902,0.3803,2019-09-20,男,2001-10-05,其他
5337728904,英俊他娘亲,必胜少年们,0,0,0,549,29,28,1,0.2737,0.5474,2018-06-05,女,1987-12-10,其他
5894264320,每天都迟到的人儿,太快了,0,1,1,396,220,44,1,0.9367,0.0759,2016-06-12,女,0,北京
7382436753,霧滿攬江,好感动。,0,0,0,84,100,1,1,1.0714,0.0000,2020-11-03,男,0,其他
5912469857,茂林修竹岁岁平安,史兰客必胜，只是真的很舍不得结束 ,0,0,1,1701,131,5,1,0.2067,0.5021,2020-05-16,女,1992-03-05,浙江 杭州
7306462173,城南的小墨,好不舍啊,0,1,0,641,119,4,1,0.1902,0.3803,2019-09-20,男,2001-10-05,其他
5337728904,英俊他娘亲,必胜少年们,0,0,0,549,29,28,1,0.2737,0.5474,2018-06-05,女,1987-12-10,其他
5099858667,Rachel-zhang,最快毕业学校，开学还不到一年,0,0,0,373,154,85,5,0.3217,0.5094,2014-05-14,女,1999-07-11,黑龙江
6367116616,开卡丁车车的红兔子,史兰客七怪必胜,0,1,1,6648,413,96,1,0.0905,0.1538,2020-05-12,女,0,海外 意大利
5947071080,肖飞鱼呀, 这么快就毕业了，感觉入学没多久 ,0,1,1,2764,641,133,1,0.2073,0.3747,2020-06-27,女,1992-12-18,其他
5337728904,英俊他娘亲,必胜少年们,0,0,0,549,29,28,1,0.2737,0.5474,2018-06-05,女,1987-12-10,其他
5099858667,Rachel-zhang,最快毕业学校，开学还不到一年,0,0,0,373,154,85,5,0.3217,0.5094,2014-05-14,女,1999-07-11,黑龙江
6367116616,开卡丁车车的红兔子,史兰客七怪必胜,0,1,1,6649,413,96,1,0.0905,0.1538,2020-05-12,女,0,海外 意大利
5947071080,肖飞鱼呀, 这么快就毕业了，感觉入学没多久 ,0,1,1,2764,641,133,1,0.2073,0.3747,2020-06-27,女,1992-12-18,其他
1887194514,瑶瑶宝贝523,加油,0,0,1,1493,59,13,1,0.5831,0.3686,2011-09-17,女,2005-02-03,湖南 长沙
5976747121,薯片上的面包渣,必胜！,0,1,1,977,114,28,1,1.0000,1.0000,01月20日 20:,女,摩羯座,四川
2245577590,猪宝在哪里,最近几集真的太精彩了,0,0,1,536,763,231,1,0.3592,0.5104,2011-12-31,女,1988-10-07,浙江 杭州
6085584996,燕熹臣XZ, 我舍不得！！！,0,1,1,1180,208,11,1,0.1532,0.4596,2017-05-13,女,0,河南 郑州
2245577590,猪宝在哪里,最近几集真的太精彩了,0,0,1,536,763,231,1,0.3592,0.5104,2011-12-31,女,1988-10-07,浙江 杭州
6085584996,燕熹臣XZ, 我舍不得！！！,0,1,1,1180,208,11,1,0.1532,0.4596,2017-05-13,女,0,河南 郑州
7439760648,四季6677,  xz  史兰客团魂，史兰客七怪毕业，小怪物们团队精神最帅，小怪物们要大展宏图了 ,0,1,1,7944,753,161,1,0.0871,0.1123,2020-04-20,女,1973-04-20,山东
6234963466,达儿来啦,毕业以后还有第二季吗？,0,1,0,773,240,14,1,1.0000,1.0000,2020-10-04,女,0,其他
6106434580,奔跑的波妞1005, 不要啊！！！我感觉我才刚刚看呢,0,1,1,1760,214,90,1,0.4253,0.5805,2020-04-21,女,摩羯座,其他
3953930688,西西的海天一色8,舍不得！,0,1,1,8309,340,13,3,0.0361,0.1072,2015-11-25,女,摩羯座,其他
6630253166,喵喵是个小胖,冲！史兰客七怪！让那个脑子有病的邪月知道知道斗罗大陆的世界人外有人，天外有天，让他感受一下唐三的万年魂环，让他嘚瑟,0,0,1,21,24,10,1,0.1481,0.7037,2019-08-05,男,0,其他
3823857615,火儿er,这冠军来的略容易了点儿,0,1,1,123,254,93,1,0.8167,0.4667,2016-08-27,女,1999-05-15,浙江
6630253166,喵喵是个小胖,冲！史兰客七怪！让那个脑子有病的邪月知道知道斗罗大陆的世界人外有人，天外有天，让他感受一下唐三的万年魂环，让他嘚瑟,0,0,1,21,24,10,1,0.1481,0.7037,2019-08-05,男,0,其他
3823857615,火儿er,这冠军来的略容易了点儿,0,1,1,123,254,93,1,0.8167,0.4667,2016-08-27,女,1999-05-15,浙江
7304721089,也行wx,决赛已经来临好舍不得！挖的坑什么时候填？第二季快点吧！ ,0,1,1,5544,184,54,1,0.0018,0.1827,2020-03-01,女,1991-02-24,其他
1204394580,我的坚果爱吃鱼,史兰客必胜，最后的胜利只会属于史兰客学院,0,1,0,2651,348,5,1,0.3405,0.3405,2012-09-05,女,0,河北
1022592751,秋色水天,史兰客必胜！最后的胜利一定是属于小怪物们的！唐三，你是最强的！,0,0,0,5166,668,116,1,0.0601,0.1647,2011-05-09,女,双子座,湖南 株洲
6981116001,阿辞iZ,史兰客七怪必胜,0,1,1,883,43,21,1,0.0567,0.6349,2019-07-22,女,2001-12-14,河北
5376257600,肖铅笔的小姑娘呀,啊啊啊，史兰客七怪毕业啦，舍不得呀,0,1,1,21730,468,312,1,1.0000,1.0000,2020-08-26,女,双子座,北京
3215106861,亦儿001,我还没看到这呢,0,1,1,1300,131,141,1,0.2930,0.1002,2013-02-01,女,1998-09-11,其他
6515607267,朵塔衣柜,天啊…舍不得肖战饰演的唐三！加油肖战唐三冲！,0,1,1,14260,681,394,1,0.0091,0.0689,2018-12-05,女,0,其他
1204394580,我的坚果爱吃鱼,史兰客必胜，最后的胜利只会属于史兰客学院,0,1,0,2651,348,5,1,0.3405,0.3405,2012-09-05,女,0,河北
1022592751,秋色水天,史兰客必胜！最后的胜利一定是属于小怪物们的！唐三，你是最强的！,0,0,0,5166,668,116,1,0.0601,0.1647,2011-05-09,女,双子座,湖南 株洲
6981116001,阿辞iZ,史兰客七怪必胜,0,1,1,883,43,21,1,0.0567,0.6349,2019-07-22,女,2001-12-14,河北
5376257600,肖铅笔的小姑娘呀,啊啊啊，史兰客七怪毕业啦，舍不得呀,0,1,1,21730,468,312,1,884.0000,884.0000,今天 14:12 来,女,双子座,北京
3215106861,亦儿001,我还没看到这呢,0,1,1,1300,131,141,1,0.2930,0.5320,2013-02-01,女,1998-09-11,其他
6515607267,朵塔衣柜,天啊…舍不得肖战饰演的唐三！加油肖战唐三冲！,0,1,1,14260,681,394,1,0.0091,0.0689,2018-12-05,女,0,其他
5628923685,VARY-y,看不够,0,1,1,517,393,195,1,1.1667,1.1667,0,女,处女座,其他
7439760648,四季6677,  xz  史兰客团魂，史兰客七怪毕业，小怪物们团队精神最帅 ,0,1,1,7944,753,161,1,0.0871,0.1123,2020-04-20,女,1973-04-20,山东
5628923685,VARY-y,看不够,0,1,1,517,393,195,1,1.1667,1.1667,0,女,处女座,其他
7439760648,四季6677,  xz  史兰客团魂，史兰客七怪毕业，小怪物们团队精神最帅 ,0,1,1,7944,753,161,1,0.0871,0.1123,2020-04-20,女,1973-04-20,山东
6630253166,喵喵是个小胖,期待第二部,0,0,1,21,24,10,1,0.1481,0.7037,2019-08-05,男,0,其他
7363569591,小赞家的九烟,太舍不得了，史兰客要毕业了，哎，感觉在看最后一集一样，哭了,0,1,1,459,55,22,1,0.6388,0.7269,2020-02-20,女,0,其他
7320935723,向日葵ZHB, ,0,1,0,3512,405,4,1,0.0400,0.2886,2020-03-21,女,1974-04-24,吉林 长春
3425222702,抱兔赞啊,哭啦,1,1,1,11533,214,141,1,0.0278,0.1085,2013-05-06,女,1993-07-13,黑龙江
5584990596,飞向兔子,"史兰客必胜,最后的胜利只会属于史兰客！",0,0,0,80,78,18,1,0.6329,0.3797,2017-08-03,女,0,河南 信阳
7349821388,我的儿砸很可爱,史兰客七怪必胜！,0,1,0,1089,624,171,1,1.0000,1.0000,2020-12-08,女,天蝎座,其他
6630253166,喵喵是个小胖,期待第二部,0,0,1,21,24,10,1,0.1481,0.7037,2019-08-05,男,0,其他
7363569591,小赞家的九烟,太舍不得了，史兰客要毕业了，哎，感觉在看最后一集一样，哭了,0,1,1,459,55,22,1,0.6388,0.3304,2020-02-20,女,0,其他
7320935723,向日葵ZHB, ,0,1,0,3512,405,4,1,0.0400,0.2857,2020-03-21,女,1974-04-24,吉林 长春
3425222702,抱兔赞啊,哭啦,1,1,1,11533,214,141,1,0.0278,0.1076,2013-05-06,女,1993-07-13,黑龙江
5584990596,飞向兔子,"史兰客必胜,最后的胜利只会属于史兰客！",0,0,0,80,78,18,1,0.6329,0.3797,2017-08-03,女,0,河南 信阳
7349821388,我的儿砸很可爱,史兰客七怪必胜！,0,1,0,1089,624,171,1,1.0000,1.0000,2020-12-08,女,天蝎座,其他
6161325833,绿色记忆_88,好快啊，就只有一集了！史兰客必胜，加油,0,0,1,459,153,4,1,19.0000,14.0000,02月19日 22:,女,1989-01-05,其他
6771526536,顾世一1005,史兰客必胜,0,1,1,3146,223,50,1,0.1370,0.2772,2018-10-30,女,2000-05-15,山西
7320935723,向日葵ZHB, ,0,1,0,3512,405,4,1,0.0400,0.2886,2020-03-21,女,1974-04-24,吉林 长春
3425222702,抱兔赞啊,哭啦,1,1,1,11533,214,141,1,0.0377,0.1462,2020-05-31,女,1993-07-13,黑龙江
5584990596,飞向兔子,"史兰客必胜,最后的胜利只会属于史兰客！",0,0,0,80,78,18,1,0.6329,0.3797,2017-08-03,女,0,河南 信阳
7349821388,我的儿砸很可爱,史兰客七怪必胜！,0,1,0,1089,624,171,1,1.0000,1.0000,2020-12-08,女,天蝎座,其他
6161325833,绿色记忆_88,好快啊，就只有一集了！史兰客必胜，加油,0,0,1,459,153,4,1,0.4158,0.3063,2020-01-19,女,1989-01-05,其他
6771526536,顾世一1005,史兰客必胜,0,1,1,3146,223,50,1,0.1370,0.2772,2018-10-30,女,2000-05-15,山西
3200405003,一只高大威猛的小白兔,期待最后的团战！,0,0,1,4121,384,48,1,0.0364,0.3351,2019-07-27,女,天秤座,湖北
3093532154,山竹味道的小月亮,喜欢你们这些小怪物啊！史兰客学院是最棒的,0,1,1,8475,264,163,1,0.0355,0.1348,2015-06-17,女,1988-11-30,其他
3093532154,山竹味道的小月亮,喜欢你们这些小怪物啊！史兰客学院是最棒的,0,1,1,8475,264,163,1,0.0355,0.1348,2015-06-17,女,1988-11-30,其他
7389418729,传递正能量的丫丫,舍不得,0,1,1,5634,590,120,1,0.0978,0.1619,2020-02-12,女,1980-09-02,黑龙江
5792074263,赞赞家的小兔兔,舍不得完结,0,0,1,759,59,1,1,0.1189,0.5945,2020-03-16,女,0,北京
7442606329,赞赞song,史兰客七怪要毕业了，他们舍不得，其实我们也舍不得，还没看够呢！,0,0,0,1274,158,11,1,0.1731,0.4406,2020-04-26,女,1976-04-25,北京
3184218812,守梦7101,毕业典礼把我看哭啦,0,0,0,60,1382,16,1,1.0000,0.3333,2020-03-03,女,0,河南 郑州
7476924682,Pupu学习中,全员毕业！,0,0,0,189,91,1,1,0.2174,0.5978,2020-07-02,男,0,其他
7476924682,Pupu学习中,全员毕业！,0,0,0,189,91,1,1,4.0000,11.0000,02月19日 15:,男,0,其他
3833657033,谁是谁的谁330,  ,0,1,0,3488,286,39,1,0.0631,0.2697,2013-10-07,男,1987-01-01,其他
1422905483,南门小吃,不舍得,0,1,0,342,299,317,2,1.1628,1.1628,2020-08-22,女,水瓶座,浙江 台州
5517803430,相柳可依,史莱克学院么不是,0,0,1,9,84,51,1,1.0000,0.6667,2019-10-26,男,2000-06-18,安徽 合肥
1422905483,南门小吃,不舍得,0,1,0,342,299,317,2,1.1628,1.1628,2020-08-22,女,水瓶座,浙江 台州
5517803430,相柳可依,史莱克学院么不是,0,0,1,9,84,51,1,1.0000,0.6667,2019-10-26,男,2000-06-18,安徽 合肥
7283236350,羡静静儿,马上就快结局了,0,0,1,1473,119,18,1,0.3425,0.4658,2020-12-22,女,白羊座,广东 佛山
7284445975,SCX-HAPPY,,0,1,0,617,92,10,1,0.1961,0.5229,2020-04-11,女,1990-06-18,辽宁 沈阳
7284445975,SCX-HAPPY,,0,1,0,617,92,10,1,0.1961,0.5229,2020-04-11,女,1990-06-18,辽宁 沈阳
1889822281,海边的小花猪,舍不得,1,1,1,1114,409,105,1,0.3244,0.5190,2020-04-22,女,白羊座,山东 青岛
2044917337,啊啊啊我要改名字z,  史兰客七怪-“唐三、小舞、戴沐白、朱竹清、欧思客、宁荣荣、马红俊” 全员要毕业了，斗罗大陆也要大结局了，舍不得,1,1,1,12659,963,850,1,0.0427,0.0870,2019-12-01,女,1991-08-17,江苏
2044917337,啊啊啊我要改名字z,  史兰客七怪-“唐三、小舞、戴沐白、朱竹清、欧思客、宁荣荣、马红俊” 全员要毕业了，斗罗大陆也要大结局了，舍不得,1,1,1,12659,963,850,1,0.0427,0.0870,2019-12-01,女,1991-08-17,江苏
7407495404,0,最后的冠军，只会是史兰客学院，史兰客七怪必胜！,0,0,0,4218,365,26,1,0.1570,0.2093,2020-03-15,0,0,0
5522025019,ssaltwaterroom,太舍不得了,1,1,1,13471,984,308,7,0.0335,0.0900,2015-02-23,女,0,重庆 万州区
7357987056,小米朵朵201809,史兰客必胜！ 输赢不重要，重要的是不给自己留遗憾 xz,0,1,0,1343,260,7,1,0.6557,0.2235,2019-12-19,女,1957-09-13,四川
2281291241,家语佳音,就要和唐三说再见了，舍不得他(她)们！,0,0,0,2801,1244,1018,2,0.1388,0.3452,2011-09-12,女,0,辽宁 大连
6357926021,大千世界人间烟火,斗罗大陆热血沸腾,0,0,1,8048,956,41,1,0.0262,0.1433,2020-03-08,女,狮子座,四川 广安
6333108100,樱桃1949,      ,0,1,0,741,179,5,1,0.4706,0.3235,2020-11-26,女,0,其他
6357926021,大千世界人间烟火,感谢斗罗大陆留下青春热血的回忆,0,0,1,8048,956,41,1,0.0262,0.1433,2020-03-08,女,狮子座,四川 广安
6357926021,大千世界人间烟火,不想毕业,0,0,1,8048,956,41,1,0.0262,0.1433,2020-03-08,女,狮子座,四川 广安
1107269173,新都桥杉,这一段超级正能量啊,0,1,1,471,180,3,1,0.5000,0.5000,2020-03-04,女,0,其他
7312319787,Lucky_Sean_,太舍不得了！！,0,1,1,7486,358,588,1,0.0188,0.1354,2020-12-14,女,1991-11-16,四川 成都
6464475610,霍格沃兹优秀毕业生代表,史莱克七怪必胜！！！,0,0,1,502,80,70,1,0.1804,0.6012,2019-03-15,女,0,其他
6632298457,郑园Fuck琛,原来还能有这样的操作呀,0,1,1,518,447,104,1,0.0386,0.6564,2018-08-13,女,0,海外
6866224145,霞羡汐,一直都觉得肖战很好，而且他们够哥们,0,0,0,176,4,105,1,0.0511,0.6818,2018-11-28,男,0,其他
7387161940,梓萌snow,决赛之后就结束第一季了吗？又剧荒了怎么办,0,0,0,301,376,36,1,0.5782,0.4082,2020-02-21,女,0,其他
7371009312,指尖花63029,转发微博,0,1,0,1797,452,4,1,0.0335,0.2510,2020-01-11,女,水瓶座,新疆 伊犁
1850900873,肖遥4809,我也想有小伙伴一起,0,1,0,801,542,152,9,0.3134,0.5373,2016-06-01,女,1988-04-13,北京 通州区
6382715131,来自一个可爱的踏踏,必胜！,0,1,1,358,289,81,1,1.0769,1.0769,0,女,巨蟹座,其他
7506859790,艾小佳99,完全看不够啊！,0,0,0,670,50,2,1,0.6006,0.4354,2020-10-01,女,1992-06-17,北京
7276674330,等于几1-1,必胜,0,1,1,2322,228,49,1,0.4276,0.5313,2019-08-08,女,双子座,其他
7506859790,艾小佳99,完全看不够啊！,0,0,0,670,50,2,1,0.6006,0.4354,2020-10-01,女,1992-06-17,北京
7276674330,等于几1-1,必胜,0,1,1,2322,228,49,1,0.4276,0.5313,2019-08-08,女,双子座,其他
6632296749,格式掉吧若,这个真的是演技炸裂的节奏啊,0,1,1,496,411,103,1,0.0203,0.6897,2018-08-13,女,0,海外
6894461367,善健__85,里面的剧情也是很多的，这个我懂,0,0,1,236,67,128,1,0.0847,0.6356,2018-12-26,男,0,天津
6632296050,Tell_小芊心,后面七怪一定是必胜的,0,1,1,520,451,107,1,0.0385,0.6538,2018-08-13,女,0,海外
6895122868,秀匡__01,那肯定必胜的，你不看看有多少把握,0,0,1,318,68,111,1,0.0629,0.5975,2018-12-26,女,0,河北
6273308286,辣果酱xz,最后的胜利一定属于史兰客学院！唐三加油,0,1,0,1528,153,1065,1,26.3636,61.8182,今天 15:50,女,白羊座,四川 成都
2538098060,正版赖咩咩的小红帽,  ,1,1,1,30908,944,974,3,0.0117,0.0382,2017-05-14,女,1991-03-24,福建 厦门
6867046811,萌翀hd,期待看到可以夺得大赛的冠军,0,0,1,187,0,104,1,0.0481,0.6952,2018-12-03,女,0,湖南 长沙
6632957746,夜樱燕舞美,现在让我们睁大眼睛开始拭目以待。,0,1,1,509,443,105,1,0.0455,0.7273,2018-11-15,女,0,海外
6615728715,微时爱语,七怪必胜唐三必胜,0,0,1,1472,127,4,1,0.5051,0.3481,2018-08-11,女,1990-07-29,重庆
5149495958,馋嘴的猫smile,舍不得舍不得,0,1,0,524,156,75,3,1.0294,1.0294,2020-09-08,女,0,湖北
6534376211,可颂和坚果_,史兰客七怪冲呀,0,1,1,1042,156,70,1,0.4854,0.4563,2020-11-18,女,1999-08-08,广东
6473078309,爱吃醋的小肥羊,史兰客七怪必胜！,0,0,1,5879,90,10,1,0.0426,0.1773,2018-05-03,女,1991-10-05,重庆
7086562616,一宝赞赞粉,史兰客必胜,0,1,0,497,103,4,1,0.7677,0.0404,2019-04-19,女,0,其他
5277053648,互联网疯批离我远点,必胜！,0,0,0,172,45,4,1,0.2959,0.5325,2020-12-31,男,0,海外 其他
6004699876,Momo冷月夜,明天将是最精彩的一集，同时也是最后一集,0,1,1,6463,171,22,1,0.0464,0.1626,2019-09-20,女,金牛座,上海 松江区
7434806246,肖战的小飞侠用户,史兰克必胜！,0,0,1,24,32,3,1,0.8333,0.3333,2020-10-04,女,1991-10-05,其他
6473078309,爱吃醋的小肥羊,史兰客七怪必胜！,0,0,1,5879,90,10,1,0.0426,0.1773,2018-05-03,女,1991-10-05,重庆
7086562616,一宝赞赞粉,史兰客必胜,0,1,0,497,103,4,1,0.7677,0.1616,2019-04-19,女,0,其他
5277053648,互联网疯批离我远点,必胜！,0,0,0,172,45,4,1,0.2959,0.5325,2020-12-31,男,0,海外 其他
6004699876,Momo冷月夜,明天将是最精彩的一集，同时也是最后一集,0,1,1,6464,171,22,1,0.0464,0.1625,2019-09-20,女,金牛座,上海 松江区
7434806246,肖战的小飞侠用户,史兰克必胜！,0,0,1,24,32,3,1,0.8333,0.3333,2020-10-04,女,1991-10-05,其他
5592191129,Jessica____1993,史兰客团魂炸裂,0,0,1,576,462,23,2,0.7677,0.2226,2020-11-25,女,1998-04-16,海外 美国
7434806246,肖战的小飞侠用户,史兰克必胜！,0,0,1,24,32,3,1,0.8333,0.3333,2020-10-04,女,1991-10-05,其他
5592191129,Jessica____1993,史兰客团魂炸裂,0,0,1,576,462,23,2,0.7677,0.2226,2020-11-25,女,1998-04-16,海外 美国
7417219354,潇潇慕羡,必胜！！！,0,0,1,745,100,3,1,0.1346,0.5518,2020-03-25,女,1996-05-06,其他
5037161076,奇葩菇凉想有钱_,史兰客七怪必胜！唐三加油[拳頭][拳頭][拳頭]  xz,0,0,1,1912,102,19,2,0.2398,0.5088,01月02日 23:,女,巨蟹座,北京
6632955612,陈勋熠Lucifer彤,必须的，毕竟实力在那摆着呢,0,1,1,521,452,106,1,0.0384,0.6718,2018-08-13,女,0,海外
5775969487,小张很优秀ing,感觉才开始，可惜要大结局了。,0,1,1,29,653,156,1,1.0000,0.1333,2016-11-16,女,2004-12-27,吉林 长春
3748675950,小福子的大福子,史兰客奇怪，不要分开呀,0,0,0,667,161,7,1,0.8333,0.1389,2020-10-23,男,0,其他
5525954726,番茄蘸酱筱肥虾2020, ,0,1,0,3018,533,16,1,0.2763,0.4228,2019-12-07,女,1983-11-10,辽宁
6217618696,米崽猫的铲屎官,史兰克七怪必胜,0,1,0,2820,192,10,1,0.1893,0.3179,2017-11-04,女,0,重庆
5836387265,宇艾__s7,这部影片的剧情真是太棒了，内容很吸引我,0,0,1,184,57,105,1,0.1630,0.7065,2019-01-02,女,0,内蒙古
7517452237,徐晓艳517,最后的冠军只会是史兰客学院,0,0,0,93,29,5,1,0.8889,0.0889,2020-11-14,男,0,其他
6620875758,敬康cx,男女主角的cp感特别强烈。,0,0,1,208,11,107,1,0.0962,0.5288,2018-08-04,女,0,甘肃
6217618696,米崽猫的铲屎官,史兰克七怪必胜,0,1,0,2820,192,10,1,0.1893,0.3179,2017-11-04,女,0,重庆
5836387265,宇艾__s7,这部影片的剧情真是太棒了，内容很吸引我,0,0,1,184,57,105,1,0.1630,0.7065,2019-01-02,女,0,内蒙古
7517452237,徐晓艳517,最后的冠军只会是史兰客学院,0,0,0,93,29,5,1,0.8889,0.0889,2020-11-14,男,0,其他
6620875758,敬康cx,男女主角的cp感特别强烈。,0,0,1,208,11,107,1,0.0962,0.5288,2018-08-04,女,0,甘肃
2445479745,蒙娜0709,冲啊啊啊 唐三,0,0,1,2620,523,178,1,0.3520,0.8960,2020-12-05,女,0000-07-09,江苏
2313623084,saqeena,舍不得唐三 ,0,0,1,4209,758,612,1,0.1310,0.1952,2011-09-25,女,1989-01-18,四川 成都
6159476634,x为战而来z00,还没看够就完了,0,0,1,1422,87,5,1,0.4779,0.5809,01月20日 09:,女,1989-12-08,陕西
6255322445,唐三的十万魂环,史兰客七怪，必胜！,0,1,1,1279,101,3,1,0.3076,0.4811,2020-07-05,女,1993-04-19,湖北 武汉
6118575291,gzxy·桃汁山药粥,回复:不约了,1,1,1,9358,1495,1167,1,0.1397,0.1032,2020-10-06,女,0,河南
6118575291,gzxy·桃汁山药粥,回复:也不算合体吧，就是聚一聚，后面主要就是唐三个人的了,1,1,1,9358,1495,1167,1,0.1397,0.1032,2020-10-06,女,0,河南
6487506719,后来的北海北,回复:五年后就合体吗？,1,1,1,2180,204,100,1,0.3598,0.4953,2020-04-28,女,处女座,湖南 衡阳
7304667114,阿飞78,回复:啊 中间就不约了吗？,1,1,1,2664,1334,649,1,0.5486,0.7257,2020-10-13,女,1978-06-13,湖南 长沙
6255322445,唐三的十万魂环,问问王倦,0,1,1,1279,101,3,1,0.3076,0.4811,2020-07-05,女,1993-04-19,湖北 武汉
6118575291,gzxy·桃汁山药粥,有五年之约,1,1,1,9358,1495,1167,1,0.1397,0.1032,2020-10-06,女,0,河南
6371129202,湛湛我,一共多少集啊这么快就大结局了？,0,1,1,2,35,84,1,1.0000,0.5000,2020-01-26,女,2000-10-23,甘肃 酒泉
1642592432,新浪电视,: 终于到了电视剧《斗罗大陆》魂师大赛决赛时刻， ，每个人刚入学的镜头再次闪过的回忆杀团魂炸裂，最后的冠军，只会是史兰客学院，史兰客七怪必胜！ 新浪电视的微博视频 ,1,1,1,45311,1821,13781239,1,0.0416,0.0166,2013-08-20,女,0,北京 海淀区
5043798615,派大星的朋友52,:就毕业了？ ,0,1,1,474,196,118,6,1.0000,1.0000,2020-12-10,女,巨蟹座,其他
7294446575,用户7294446575,:以后还会一起打怪吗 ,0,0,1,1968,334,135,1,0.4379,0.5754,2019-11-03,女,0,海南
6651130944,环球娱乐网,:电视剧斗罗大陆，在决赛前苑长宣布了全员毕业的消息，七怪初见场景一一闪过，时间不长但是一起战斗的画面犹如昨天！史兰客七怪团魂永远在燃烧！斗罗大陆太好看了 ,1,1,1,4346,494,1217859,1,0.4434,0.2471,2018-08-22,男,1982-10-29,北京
7304667114,阿飞78,:那个，了之后 ，就各奔东西了吗？会时不时开个同学会吗？ ,1,1,1,2664,1334,649,1,0.3621,0.4791,2019-10-17,女,1978-06-13,湖南 长沙
1740613852,米米蹲完团团蹲,:青春只有一次，不流血，不痛苦，怎么走出自己的路！一群年轻人的成长史，正义与邪恶的战斗史，斗罗大陆不看真的亏！ ,0,1,1,5675,402,342,1,1.0046,1.0046,0,女,巨蟹座,广东
5760347263,忆X伊,【斗罗剧苑】  魂师学苑大赛决赛即将开始，“天下没有不散的筵席，有相聚就有离别” 史兰客七怪也即将从学苑毕业。回忆七怪的成长历程，满目皆是过往，留下的皆是成长,0,1,1,782,87,78,2,0.4410,0.5837,2015-11-21,女,1999-08-21,浙江 宁波
7492531812,福满大地19,:这么快明天就大结局了舍不得没看够 ,0,1,1,5924,1027,530,1,0.0880,0.1658,2020-08-20,女,1991-09-22,重庆
1911469705,水云筱筱,【斗罗剧苑】   我们不是天才，只是比更多人努力，比更多人幸运。我们有共同的家，叫史兰客；我们有并肩的兄弟，叫史兰客七怪[加油]所以我们有输赢一起扛的底气！高燃混剪！史兰客七怪并肩作战团魂炸裂 ,0,1,0,4866,612,191,1,0.0282,0.2582,2020-01-11,女,水瓶座,其他
3941729319,qin圈圈Oo,:“最后的冠军，只会是史兰客学苑”,1,1,1,7142,256,1397,3,1.0000,1.0000,2020-09-03,女,摩羯座,其他
5391154921,躺在肖战怀里撒娇的猫儿, 终于到了电视剧《斗罗大陆》魂师大赛决赛时刻， ，每个人刚入学的镜头再次闪过的回忆杀团魂炸裂，最后的冠军，只会是史兰客学院，史兰客七怪必胜！ 新浪电视的微博视频 ,0,1,1,2150,476,132,1,1.0000,1.0000,2020-08-25,女,狮子座,重庆 巴南区
1688854527,青猫先生六根弦上取磊落,哪儿撞了？？？是我瞎吗？,0,0,1,6735,382,934,1,0.0594,0.1559,2013-01-23,男,0,黑龙江 大庆
6891587529,律哲同学,仗着自己央视的地位碰瓷威胁地方台，吃相比春晚还难看,0,1,1,515,350,541,1,0.0000,0.1373,2019-03-16,男,1997-06-21,浙江 嘉兴
5487716821,张病娇灵,不是吧地方台一个好节目都不让做啊？,0,1,1,3184,750,191,1,1.0047,1.0061,0,女,1999-04-22,北京 东城区
5178248550,小英熊吓尿了呀,可就拉倒吧，朝代历史那么多，那也不缺你一个，撞哪里了？,0,1,1,62,268,360,6,0.4839,0.8065,2014-08-02,女,1994-10-02,海外 爱尔兰
1850164905,修来上上签,明明很普通，却又很自信,0,0,1,278,140,89,1,0.5000,0.5714,2014-10-12,女,01-01,广西 南宁
1678296905,未来的Marina,借鉴也没看出来哪借鉴了，这好意思吗？,0,0,1,238,280,214,2,0.8319,0.8403,2016-07-22,女,0,北京 昌平区
2181454031,寻找松狮,这都算撞的话，那以后其他节目都不能穿古装了？只能中央电视台穿？,0,0,0,9896,1074,724,1,1.0021,1.0021,2020-09-04,女,0001-00-00,内蒙古 阿拉善盟
3844821860,白焲,回复:就是自己不行了 也见不得别人好,0,0,0,2776,744,261,1,0.0011,0.5404,2015-03-02,男,2001-12-30,海南 海口
5540093142,风域然,回复:老祖宗：我瞎了可能,0,1,1,1536,844,52,1,1.0000,1.0000,2020-08-22,女,狮子座,其他
6499514155,LesleyQu,What?节目类型都不一样，服装不一样，，估计是我眼瞎，看不出来哪里撞脸了。。。,0,0,0,37,116,65,1,1.0000,0.5000,2018-03-08,女,0,天津
6365621785,Zdd31201991,真的越来越low了。,0,0,1,1575,395,109,1,0.0764,0.5987,2018-11-22,男,0,其他
2607524821,无敌霸王郭芙蓉-,？是不是台上有一群人都是抄你啊？,0,0,1,401,130,324,1,0.6977,0.3023,2018-06-22,女,2000-04-27,其他
1850164905,修来上上签,明明很普通，却又很自信,0,0,1,278,140,89,1,0.5000,0.5714,2014-10-12,女,01-01,广西 南宁
1678296905,未来的Marina,借鉴也没看出来哪借鉴了，这好意思吗？,0,0,1,238,280,214,2,0.8319,0.8403,2016-07-22,女,0,北京 昌平区
